contentid,contenttypeid,title,addr1,addr2,areacode,sigungucode,mapx,mapy,cat1,cat2,cat3,tel,firstimage,createdtime,modifiedtime,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,firstimage2,cpyrhtDivCd,mlevel
2470024,12,삼진어묵 체험·역사과학관,부산광역시 영도구 절영로7번길 41-1 (봉래동2가),,6,14,129.0427254928,35.0928101531,A02,A0204,A02040800,,http://tong.visitkorea.or.kr/cms/resource/64/3399264_image2_1.jpg,20161228232531,20250519133557,49035,26,200,EX,EX06,EX061000,http://tong.visitkorea.or.kr/cms/resource/64/3399264_image3_1.jpg,Type3,6
851286,39,상국이네,부산광역시 해운대구 구남로41번길 40-1,,6,16,129.1629548127,35.1620074073,A05,A0502,A05020100,,,20091030215445,20250311152617,48095,26,350,FD,FD01,FD010100,,,6
3064931,12,색채마을,부산광역시 중구 망양로 327-1 (대청동4가),,6,15,129.0294707029,35.1070333171,A02,A0203,A02030100,,http://tong.visitkorea.or.kr/cms/resource/23/3064923_image2_1.JPG,20231208175601,20250414102243,48904,26,110,EX,EX03,EX030100,http://tong.visitkorea.or.kr/cms/resource/23/3064923_image3_1.JPG,Type3,6
3533138,32,샌드스테이,"부산광역시 수영구 광안해변로279번길 29 (민락동, 유정)",,6,12,129.1253526663,35.1569128366,B02,B0201,B02011100,,,20250908220303,20251023143000,48287,26,500,AC,AC06,AC060200,,,6
2860819,39,샤브막심 송정본점,부산광역시 해운대구 송정구덕포길 104,,6,16,129.1974932227,35.1712292375,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/16/2860816_image2_1.jpg,20220927121205,20251105143502,48073,26,350,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/16/2860816_image3_1.jpg,Type3,6
2860823,39,샤브야 본점,부산광역시 해운대구 달맞이길 193 부광가든,,6,16,129.1823171232,35.1581804168,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/22/2860822_image2_1.jpg,20220927121720,20250114161803,48115,26,350,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/22/2860822_image3_1.jpg,Type3,6
2867598,39,서대시장족발,부산광역시 서구 대영로 43-2,,6,11,129.0163189960,35.1097049981,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/90/2867590_image2_1.JPG,20221014145547,20251105173039,49234,26,140,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/90/2867590_image3_1.JPG,Type3,6
2763981,38,서동미로시장,부산광역시 금정구 서동로141번길 16 (서동),,6,2,129.1024697033,35.2159085830,A04,A0401,A04010200,,http://tong.visitkorea.or.kr/cms/resource/76/3561476_image2_1.jpg,20211028004905,20251127112026,46320,26,410,SH,SH06,SH060200,http://tong.visitkorea.or.kr/cms/resource/76/3561476_image3_1.jpg,Type1,6
2778503,39,서울깍두기,부산광역시 금정구 장전온천천로 75,,6,2,129.0887065771,35.2317537744,A05,A0502,A05020100,,,20211124195137,20251023143000,46290,26,410,FD,FD01,FD010100,,,6
2783308,28,서프마린,부산광역시 수영구 광안해변로 125 (남천동),우진빌딩 지하 1층,6,12,129.1145761217,35.1461166232,A03,A0303,A03030100,,http://tong.visitkorea.or.kr/cms/resource/87/3500487_image2_1.jpg,20211130182742,20250624204153,48304,26,500,LS,LS02,LS020100,http://tong.visitkorea.or.kr/cms/resource/87/3500487_image3_1.jpg,Type3,6
128053,12,선암사(부산),부산광역시 부산진구 백양산로 138,,6,7,129.0275328529,35.1768587956,A02,A0201,A02010800,,http://tong.visitkorea.or.kr/cms/resource/36/3552636_image2_1.jpg,20040302090000,20251023143000,47148,26,230,HS,HS03,HS030100,http://tong.visitkorea.or.kr/cms/resource/36/3552636_image3_1.jpg,Type1,6
2872553,39,선창갈미조개,부산광역시 강서구 르노삼성대로 602 (명지동),,6,1,128.9286018554,35.1013709857,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/45/2872545_image2_1.JPG,20221021143333,20250708104638,46773,26,440,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/45/2872545_image3_1.JPG,Type3,6
403961,39,선창횟집,부산광역시 해운대구 달맞이길62번길 67,,6,16,129.1738428948,35.1568915149,A05,A0502,A05020100,,,20080120072516,20250311154507,48098,26,350,FD,FD01,FD010100,,,6
319563,12,성암사(부산),부산광역시 남구 진남로210번길 58-15,(문현동),6,4,129.0800957995,35.1456799238,A02,A0201,A02010800,,http://tong.visitkorea.or.kr/cms/resource/32/3070632_image2_1.JPG,20071207192935,20250522100243,48422,26,290,HS,HS03,HS030100,http://tong.visitkorea.or.kr/cms/resource/32/3070632_image3_1.JPG,Type3,6
403957,39,성일집,부산광역시 중구 대교로 103,,6,15,129.0375007674,35.0994287600,A05,A0502,A05020100,,,20080120072506,20240913104516,48943,26,110,FD,FD01,FD010100,,,6
3373600,39,세븐아일랜드,부산광역시 강서구 가덕해안로 560 (천성동),,6,1,128.8072472729,35.0451417294,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/21/3373621_image2_1.jpg,20240925134655,20250318220121,46770,26,440,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/21/3373621_image2_1.jpg,Type3,6
1019616,28,센텀시티 아이스링크,부산광역시 해운대구 센텀남대로 35,,6,16,129.1295519730,35.1688560217,A03,A0302,A03021300,,http://tong.visitkorea.or.kr/cms/resource/63/3544863_image2_1.JPEG,20100512222740,20251023143000,48058,26,350,LS,LS01,LS010900,http://tong.visitkorea.or.kr/cms/resource/63/3544863_image3_1.JPEG,Type3,6
2952019,39,소공간,부산광역시 해운대구 해운대해변로298번길 47,,6,16,129.1674016555,35.1617297426,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/16/2952016_image2_1.jpg,20230310150443,20250120102725,48099,26,350,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/16/2952016_image3_1.jpg,Type3,6
2758469,12,소두방공원,부산광역시 기장군 정관읍 방곡리,,6,3,129.1843288936,35.3291390743,A02,A0202,A02020700,,http://tong.visitkorea.or.kr/cms/resource/82/3336582_image2_1.jpg,20211019012117,20250305104024,46019,26,710,VE,VE03,VE030100,http://tong.visitkorea.or.kr/cms/resource/82/3336582_image3_1.jpg,Type3,6
1607335,12,소림사(부산),부산광역시 동구 초량상로65번길 7 (초량동),,6,5,129.0373336157,35.1177378193,A02,A0201,A02010800,,http://tong.visitkorea.or.kr/cms/resource/09/3561509_image2_1.jpg,20120419224920,20251127134813,48812,26,170,HS,HS03,HS030100,http://tong.visitkorea.or.kr/cms/resource/09/3561509_image3_1.jpg,Type1,6
2784320,39,소문난원조조방낙지본점,부산광역시 동래구 명륜로94번길 37 (명륜동),,6,6,129.0839355318,35.2040345702,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/25/2787525_image2_1.jpg,20211201191108,20250828090748,47808,26,260,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/25/2787525_image3_1.jpg,Type3,6
1805861,39,속시원한 대구탕,부산광역시 해운대구 달맞이길 229,,6,16,129.1841196663,35.1610190212,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/88/3049888_image2_1.JPG,20130419030912,20250416103058,48115,26,350,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/88/3049888_image3_1.JPG,Type3,6
2793181,39,속씨원한대구탕미포본점,부산광역시 해운대구 달맞이길62번길 28 (중동),,6,16,129.1706181201,35.1589051184,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/23/2794823_image2_1.jpg,20211213230705,20250902102847,48098,26,350,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/23/2794823_image2_1.jpg,Type3,6
2860829,39,솔내음한정식,부산광역시 해운대구 달맞이길117번길 17-11 (중동),,6,16,129.1750177459,35.1586246757,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/26/2860826_image2_1.jpg,20220927122256,20250617095913,48117,26,350,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/26/2860826_image3_1.jpg,Type3,6
2557807,28,송도 구름산책로,부산광역시 서구 암남동 129-4,,6,11,129.0224999494,35.0753645109,A03,A0302,A03022700,,http://tong.visitkorea.or.kr/cms/resource/65/2687365_image2_1.jpg,20180817000130,20250522162544,49269,26,140,LS,LS01,LS011900,http://tong.visitkorea.or.kr/cms/resource/65/2687365_image3_1.jpg,Type3,6
129093,12,송도마을,부산광역시 서구 충무대로 47 (암남동),,6,11,129.0178502571,35.0789056952,A02,A0203,A02030100,,http://tong.visitkorea.or.kr/cms/resource/87/3476787_image2_1.jpg,20060629090000,20250922143002,49268,26,140,VE,VE04,VE040200,http://tong.visitkorea.or.kr/cms/resource/87/3476787_image3_1.jpg,Type3,6
2614725,12,송도반도 (부산 국가지질공원),부산광역시 서구 암남동,,6,11,129.0195115760,35.0659655069,A01,A0101,A01010500,,http://tong.visitkorea.or.kr/cms/resource/24/2614724_image2_1.bmp,20190809014427,20251219092914,49274,26,140,NA,NA03,NA030500,http://tong.visitkorea.or.kr/cms/resource/24/2614724_image2_1.bmp,Type3,6
2994364,12,송도스카이파크,부산광역시 서구 암남공원로 181 (암남동),,6,11,129.0204310648,35.0613910358,A02,A0205,A02050600,,http://tong.visitkorea.or.kr/cms/resource/85/3589785_image2_1.jpg,20230718145348,20251230165220,49276,26,140,VE,VE01,VE010200,http://tong.visitkorea.or.kr/cms/resource/85/3589785_image3_1.jpg,Type1,6
2784356,28,송도해안볼레길,부산광역시 서구 암남동 산123-18,,6,11,129.0189477017,35.0672236899,A03,A0302,A03022700,,http://tong.visitkorea.or.kr/cms/resource/04/2787704_image2_1.jpg,20211201193547,20250829132428,,26,140,LS,LS01,LS011900,http://tong.visitkorea.or.kr/cms/resource/04/2787704_image2_1.jpg,Type3,6
2868850,39,송원일식,부산광역시 수영구 남천동로9번길 41 인재빌딩,,6,12,129.1108264879,35.1446611618,A05,A0502,A05020300,,http://tong.visitkorea.or.kr/cms/resource/37/2868837_image2_1.jpg,20221018094750,20250116112130,48307,26,500,FD,FD02,FD020200,http://tong.visitkorea.or.kr/cms/resource/37/2868837_image3_1.jpg,Type3,6
3532572,32,송정담다펜션,부산광역시 해운대구 송정중앙로6번길 126 (송정동),"3,4,5층",6,16,129.1981457361,35.1787728490,B02,B0201,B02010700,,,20250908095959,20251023143000,48073,26,350,AC,AC03,AC030100,,,6
2860833,39,송정물총칼국수,부산광역시 해운대구 송정중앙로6번길 184 명신횟집,,6,16,129.1966570430,35.1763758683,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/31/2860831_image2_1.jpg,20220927122827,20250114105143,48073,26,350,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/31/2860831_image3_1.jpg,Type3,6
2784112,28,송정서핑학교,부산광역시 해운대구 송정해변로 34-8 (송정동),,6,16,129.2024952959,35.1810226785,A03,A0303,A03030100,,http://tong.visitkorea.or.kr/cms/resource/72/2787972_image2_1.jpg,20211201013435,20250828090442,48072,26,350,LS,LS02,LS020100,http://tong.visitkorea.or.kr/cms/resource/72/2787972_image2_1.jpg,Type3,6
1117817,38,송정전통재래시장,부산광역시 기장군 철마면 두송길 7-31,,6,3,129.1116442329,35.3047987868,A04,A0401,A04010100,,http://tong.visitkorea.or.kr/cms/resource/24/3070624_image2_1.JPG,20101027235506,20250425094625,46002,26,710,SH,SH06,SH060100,http://tong.visitkorea.or.kr/cms/resource/24/3070624_image3_1.JPG,Type3,6
2785965,39,송정집,부산광역시 해운대구 송정광어골로 59 (송정동),,6,16,129.1963681835,35.1762119923,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/49/2800449_image2_1.JPG,20211206191807,20250828095557,48073,26,350,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/49/2800449_image2_1.JPG,Type3,6
2808104,39,송정해녀집,부산광역시 기장군 공수해안길 57-2,,6,3,129.2133497693,35.1860500946,A05,A0502,A05020100,,,20220223105454,20251023143000,46084,26,710,FD,FD01,FD010100,,,6
3442923,39,솥이랑 서면점,부산광역시 부산진구 중앙대로 672 (부전동),삼정타워 6층 602호,6,7,129.0596334885,35.1530453881,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/54/3442954_image2_1.jpg,20241212111931,20250718090000,47296,26,230,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/54/3442954_image3_1.jpg,Type1,6
1942253,12,수리조선소길,부산광역시 영도구 대평로 42,(대평동2가),6,14,129.0334901970,35.0923794753,A02,A0203,A02030600,,http://tong.visitkorea.or.kr/cms/resource/19/3031919_image2_1.JPG,20140819234533,20250409102900,49039,26,200,VE,VE04,VE040100,http://tong.visitkorea.or.kr/cms/resource/19/3031919_image3_1.JPG,Type3,6
1805853,39,수민이네,부산광역시 해운대구 청사포로58번길 118,,6,16,129.1909968571,35.1606275259,A05,A0502,A05020100,,,20130419024335,20250311143418,48116,26,350,FD,FD01,FD010100,,,6
2668102,39,수변최고돼지국밥 민락본점,부산광역시 수영구 광안해변로370번길 9-32,,6,12,129.1343130018,35.1567852389,A05,A0502,A05020100,,,20200820005119,20250307102708,48280,26,500,FD,FD01,FD010100,,,6
2838489,39,수복돼지국밥,부산광역시 연제구 고분로 41-1 (연산동),,6,13,129.0869385453,35.1859366536,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/79/2838479_image2_1.jpg,20220818101342,20250530133002,47550,26,470,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/79/2838479_image3_1.jpg,Type3,6
2852696,39,수안커피컴퍼니 커피하우스,부산광역시 동래구 충렬대로256번길 32 (수안동),,6,6,129.0867104050,35.1998517568,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/89/2852689_image2_1.jpg,20220913173327,20250612100458,47877,26,260,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/89/2852689_image3_1.jpg,Type3,6
2869572,39,수영 돼지국밥,부산광역시 수영구 무학로 6 (광안동),,6,12,129.1144673681,35.1617870895,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/56/2869556_image2_1.JPG,20221018162500,20250623173529,48291,26,500,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/56/2869556_image3_1.JPG,Type3,6
2869279,38,수영팔도시장,부산광역시 수영구 수영동,190,6,12,129.1174085470,35.1702389751,A04,A0401,A04010200,,http://tong.visitkorea.or.kr/cms/resource/57/2869257_image2_1.JPG,20221018145413,20250623135639,48228,26,500,SH,SH06,SH060200,http://tong.visitkorea.or.kr/cms/resource/57/2869257_image3_1.JPG,Type3,6
2785269,39,수월경화,부산광역시 해운대구 송정중앙로6번길 188,(송정동) 4층,6,16,129.1966014983,35.1761508920,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/03/2785303_image2_1.jpg,20211202223554,20250116131214,48073,26,350,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/03/2785303_image3_1.jpg,Type3,6
2860839,39,스노잉클라우드,부산광역시 해운대구 달맞이길117번가길 120-30 (중동),,6,16,129.1816866465,35.1573082804,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/37/2860837_image2_1.jpg,20220927123418,20250617100934,48117,26,350,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/37/2860837_image3_1.jpg,Type3,6
2670566,39,스시몬,부산광역시 동래구 삼성대길 40,,6,6,129.0819690166,35.2047566751,A05,A0502,A05020300,,http://tong.visitkorea.or.kr/cms/resource/91/2668991_image2_1.jpg,20200903184413,20250731145005,47738,26,260,FD,FD02,FD020200,http://tong.visitkorea.or.kr/cms/resource/91/2668991_image3_1.jpg,Type3,6
2870354,39,스완양분식,부산광역시 동구 중앙대로236번길 7-5 (초량동),,6,5,129.0423831660,35.1181073148,A05,A0502,A05020200,,http://tong.visitkorea.or.kr/cms/resource/26/2870326_image2_1.JPG,20221019135055,20250624174640,48732,26,170,FD,FD02,FD020300,http://tong.visitkorea.or.kr/cms/resource/26/2870326_image3_1.JPG,Type3,6
2865975,39,스페이스앤무드,부산광역시 부산진구 새싹로 22-1 (부전동),,6,7,129.0577306889,35.1599112511,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/50/2865950_image2_1.jpg,20221012114314,20250619112203,47253,26,230,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/50/2865950_image3_1.jpg,Type3,6
128108,12,스포원파크,부산광역시 금정구 체육공원로399번길 324,,6,2,129.1070700628,35.2891615670,A02,A0202,A02020700,,http://tong.visitkorea.or.kr/cms/resource/25/3409925_image2_1.jpg,20040409090000,20250324160916,46207,26,410,VE,VE03,VE030500,http://tong.visitkorea.or.kr/cms/resource/25/3409925_image3_1.jpg,Type1,6
1082315,12,스포원파크재난안전체험관,부산광역시 금정구 체육공원로399번길 324,,6,2,129.1051090492,35.2918223435,A02,A0203,A02030400,,http://tong.visitkorea.or.kr/cms/resource/12/2504712_image2_1.jpg,20100827231524,20250326112650,46207,26,410,EX,EX07,EX070200,http://tong.visitkorea.or.kr/cms/resource/12/2504712_image3_1.jpg,Type3,6
2674974,12,승학산,부산광역시 사하구 하단동,,6,10,128.9851266839,35.1310381466,A01,A0101,A01010400,,http://tong.visitkorea.or.kr/cms/resource/46/3029246_image2_1.jpg,20201007045450,20250509170424,49306,26,380,NA,NA01,NA010100,http://tong.visitkorea.or.kr/cms/resource/46/3029246_image3_1.jpg,Type1,6
2736088,32,시그니엘 부산,부산광역시 해운대구 달맞이길 30,,6,16,129.1684043635,35.1611020536,B02,B0201,B02010100,,http://tong.visitkorea.or.kr/cms/resource/74/2736074_image2_1.png,20210823203152,20251023143000,48099,26,350,AC,AC01,AC010100,http://tong.visitkorea.or.kr/cms/resource/74/2736074_image3_1.png,Type3,6
2872534,39,시즌 조개구이,부산광역시 강서구 신호산단4로64번길 8 (신호동),,6,1,128.8796759994,35.0850996898,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/20/2872520_image2_1.JPG,20221021142810,20250708104311,46759,26,440,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/20/2872520_image3_1.JPG,Type3,6
3474149,32,시타딘커넥트호텔 하리 부산,부산광역시 영도구 동삼오션로 58 (동삼동),,6,14,129.0825282207,35.0696412558,B02,B0201,B02010100,,,20250210005115,20250319180256,49128,26,200,AC,AC01,AC010100,,,6
2869183,39,신가네 호떡 김밥 떡볶이,부산광역시 동래구 충렬대로249번길 61 (복천동),,6,6,129.0867797268,35.2041012820,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/69/2869169_image2_1.JPG,20221018142310,20250620152258,47810,26,260,FD,FD03,FD030400,http://tong.visitkorea.or.kr/cms/resource/69/2869169_image3_1.JPG,Type3,6
2836405,39,신기숲,부산광역시 영도구 와치로 65 산새소리유치원,,6,14,129.0603019046,35.0868889171,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/98/2836398_image2_1.jpg,20220812151441,20251105141832,49086,26,200,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/98/2836398_image3_1.jpg,Type3,6
132576,38,신동아 수산물시장,부산광역시 중구 자갈치로 42,(남포동5가),6,15,129.0290793478,35.0968511160,A04,A0401,A04010200,,http://tong.visitkorea.or.kr/cms/resource/63/3561863_image2_1.jpg,20031119090000,20251105112333,48983,26,110,SH,SH06,SH060200,http://tong.visitkorea.or.kr/cms/resource/63/3561863_image3_1.jpg,Type1,6
2869439,39,신라농원,부산광역시 북구 기찰로 7 (덕천동),,6,8,129.0059921082,35.2117128258,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/30/2869430_image2_1.jpg,20221018153147,20250829094030,46547,26,320,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/30/2869430_image3_1.jpg,Type3,6
2714406,32,신라스테이 서부산,부산광역시 강서구 명지국제7로 38,,6,1,128.9052901222,35.0967044145,B02,B0201,B02010100,,http://tong.visitkorea.or.kr/cms/resource/10/2714410_image2_1.jpg,20210423182648,20250923182333,46726,26,440,AC,AC01,AC010100,http://tong.visitkorea.or.kr/cms/resource/10/2714410_image3_1.jpg,Type3,6
2832671,39,신발원,부산광역시 동구 대영로243번길 62 (초량동),,6,5,129.0387363501,35.1148492791,A05,A0502,A05020400,,http://tong.visitkorea.or.kr/cms/resource/67/2832667_image2_1.jpg,20220804155519,20250828104302,48818,26,170,FD,FD02,FD020100,http://tong.visitkorea.or.kr/cms/resource/67/2832667_image3_1.jpg,Type3,6
767084,38,신세계백화점 센텀시티점,부산광역시 해운대구 센텀남대로 35,,6,16,129.1297408475,35.1687865886,A04,A0401,A04010300,,http://tong.visitkorea.or.kr/cms/resource/17/3026417_image2_1.JPG,20090716202114,20250123112250,48058,26,350,SH,SH01,SH010100,http://tong.visitkorea.or.kr/cms/resource/17/3026417_image3_1.JPG,Type3,6
2532877,38,신세계사이먼 부산 프리미엄 아울렛,부산광역시 기장군 정관로 1133 부산프리미엄아울렛,,6,3,129.2349940728,35.3238517233,A04,A0401,A04010600,,http://tong.visitkorea.or.kr/cms/resource/90/3542590_image2_1.jpg,20180119023438,20251117160112,46029,26,710,SH,SH02,SH020200,http://tong.visitkorea.or.kr/cms/resource/90/3542590_image3_1.jpg,Type3,6
851832,39,신센,부산광역시 수영구 남천동로108번길 49,,6,12,129.1135956300,35.1468804084,A05,A0502,A05020300,,http://tong.visitkorea.or.kr/cms/resource/65/1867165_image2_1.jpg,20091030220937,20250307104718,48304,26,500,FD,FD02,FD020200,http://tong.visitkorea.or.kr/cms/resource/65/1867165_image3_1.jpg,Type3,6
2838382,39,신창국밥 본점,부산광역시 서구 보수대로 53 (토성동1가),,6,11,129.0225825782,35.1009644253,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/72/2838372_image2_1.jpg,20220817173741,20250828104304,49224,26,140,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/72/2838372_image3_1.jpg,Type3,6
2867542,38,신평종합시장,부산광역시 사하구 신평동,111-604,6,10,128.9753647093,35.0919423443,A04,A0401,A04010200,,http://tong.visitkorea.or.kr/cms/resource/24/2867524_image2_1.JPG,20221014143849,20250619173337,49393,26,380,SH,SH06,SH060200,http://tong.visitkorea.or.kr/cms/resource/24/2867524_image3_1.JPG,Type3,6
2622969,32,싱글싱글,부산광역시 동구 초량중로 18-1,(초량동),6,5,129.0368393230,35.1137465906,B02,B0201,B02011100,,,20191005010118,20241126163948,48820,26,170,AC,AC06,AC060200,,,
2860851,39,싱싱뽈락회 해운대본점,부산광역시 해운대구 해운대해변로209번나길 64 (우동),,6,16,129.1571359371,35.1597103343,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/50/2860850_image2_1.jpg,20220927124836,20250626152903,48093,26,350,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/50/2860850_image3_1.jpg,Type3,6
2759609,39,쌍둥이돼지국밥 본점,부산광역시 남구 유엔평화로 35-1 (대연동),,6,4,129.0923340030,35.1318094808,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/76/2759676_image2_1.jpg,20211020190005,20250916090438,48505,26,290,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/76/2759676_image2_1.jpg,Type3,6
229912,12,씨라이프부산아쿠아리움,부산광역시 해운대구 해운대해변로 266,(중동),6,16,129.1610328343,35.1591965750,A02,A0202,A02020600,,http://tong.visitkorea.or.kr/cms/resource/09/3020609_image2_1.jpg,20070716090000,20250430111836,48100,26,350,VE,VE02,VE020400,http://tong.visitkorea.or.kr/cms/resource/09/3020609_image3_1.jpg,Type3,6
3465024,32,아난티 앳 부산 빌라쥬,부산광역시 기장군 기장읍 기장해안로 267-7,,6,3,129.2228402426,35.1994015538,B02,B0201,B02010100,,,20250108164310,20250409085610,46083,26,710,AC,AC01,AC010100,,,6
2503780,32,아난티 앳 부산 코브,부산광역시 기장군 기장읍 기장해안로 268-32,,6,3,129.2283259162,35.1979934802,B02,B0201,B02010100,,http://tong.visitkorea.or.kr/cms/resource/21/3512521_image2_1.jpg,20170823190635,20251124101911,46083,26,710,AC,AC01,AC010100,http://tong.visitkorea.or.kr/cms/resource/21/3512521_image3_1.jpg,Type3,6
2845149,39,아데초이,부산광역시 기장군 일광읍 문오성길 162-1,,6,3,129.2582291988,35.2864924566,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/47/2845147_image2_1.jpg,20220829153719,20250828142025,46041,26,710,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/47/2845147_image3_1.jpg,Type3,6
1826034,39,아델라7,부산광역시 해운대구 좌동로 111,,6,16,129.1768644000,35.1734230535,A05,A0502,A05020900,,,20130709010215,20250731133910,48079,26,350,FD,FD05,FD050100,,,6
2853163,39,아라진,부산광역시 기장군 문오성길 281,"1, 2층",6,3,129.2585068518,35.2901198330,A05,A0502,A05020100,,http://tong.visitkorea.or.kr/cms/resource/52/2853152_image2_1.jpg,20220914113612,20250305101032,46040,26,710,FD,FD01,FD010100,http://tong.visitkorea.or.kr/cms/resource/52/2853152_image3_1.jpg,Type3,6
1013709,38,아리랑거리,부산광역시 중구 광복로35번길 11 (신창동3가),,6,15,129.0287931674,35.1002812830,A04,A0401,A04010200,,http://tong.visitkorea.or.kr/cms/resource/26/3561926_image2_1.jpg,20100504012600,20251105144151,48946,26,110,SH,SH06,SH060200,http://tong.visitkorea.or.kr/cms/resource/26/3561926_image3_1.jpg,Type1,6
688610,39,아미산,부산광역시 해운대구 해운대해변로 154,,6,16,129.1485450604,35.1581353515,A05,A0502,A05020400,,,20090205232754,20250311134900,48092,26,350,FD,FD02,FD020100,,,6
3464876,32,아스티호텔 부산,부산광역시 동구 중앙대로214번길 7-8 (초량동),,6,5,129.0418304807,35.1165019291,B02,B0201,B02010100,,,20250108153417,20250409085310,48733,26,170,AC,AC01,AC010100,,,6
576732,28,아시아드 컨트리클럽,부산광역시 기장군 일광면 차양길 26,,6,3,129.2401863043,35.2872281487,A03,A0302,A03020700,,http://tong.visitkorea.or.kr/cms/resource/78/2444978_image2_1.jpg,20080618195806,20250325155149,46041,26,710,LS,LS01,LS010400,http://tong.visitkorea.or.kr/cms/resource/78/2444978_image3_1.jpg,Type3,6
2865384,39,아시오,부산광역시 부산진구 초읍동,165-10,6,7,129.0492419275,35.1822280386,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/71/2865371_image2_1.jpg,20221011165741,20250829152835,47103,26,230,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/71/2865371_image3_1.jpg,Type3,6
1013461,38,아이하시 (수제젓가락공예),부산광역시 중구 국제시장2길 33,(신창동4가),6,15,129.0283125960,35.1024004807,A04,A0401,A04010700,,http://tong.visitkorea.or.kr/cms/resource/87/1015987_image2_1.jpg,20100503233634,20250626093000,48945,26,110,SH,SH05,SH050100,http://tong.visitkorea.or.kr/cms/resource/87/1015987_image3_1.jpg,Type3,6
3081825,39,아트모이지,부산광역시 수영구 광안해변로294번길 26 (민락동),,6,12,129.1261720835,35.1553158082,A05,A0502,A05020900,,http://tong.visitkorea.or.kr/cms/resource/70/3082370_image2_1.jpg,20240116094331,20250306173740,48283,26,500,FD,FD05,FD050100,http://tong.visitkorea.or.kr/cms/resource/70/3082370_image3_1.jpg,Type3,6
